CVE-ID,NVD-Link,Description,Vendor,Software,Severity,CWE-ID,Protocol,Relation,Origin,Reasoning,Unnamed: 2
CVE-2019-10639,CVE-2019-10639,"The Linux kernel 4.x (starting from 4.1) and 5.x before 5.0.8 allows Information Exposure (partial kernel address disclosure), leading to a KASLR bypass. Specifically, it is possible to extract the KASLR kernel image offset using the IP ID values the kernel produces for connection-less protocols (e.g., UDP and ICMP). When such traffic is sent to multiple destination IP addresses, it is possible to obtain hash collisions (of indices to the counter array) and thereby obtain the hashing key (via enumeration). This key contains enough bits from a kernel address (of a static variable) so when the key is extracted (via enumeration), the offset of the kernel image is exposed. This attack can be carried out remotely, by the attacker forcing the target device to send UDP or ICMP (or certain other) traffic to attacker-controlled IP addresses. Forcing a server to send UDP traffic is trivial if the server is a DNS server. ICMP traffic is trivial if the server answers ICMP Echo requests (ping). For client targets, if the target visits the attacker's web page, then WebRTC or gQUIC can be used to force UDP traffic to attacker-controlled IP addresses. NOTE: this attack against KASLR became viable in 4.1 because IP ID generation was changed to have a dependency on an address associated with a network namespace.",linux,linux_kernel,HIGH,CWE-326,ICMP,Dependent,Implementation,"The vulnerability exploits the behavior of the Linux kernel's handling of ICMP packets, particularly ICMP ID generation, to bypass Kernel Address Space Layout Randomization (KASLR). It involves manipulating ICMP traffic to extract kernel address information, which is then used to bypass KASLR. The vulnerability stems from how the Linux kernel's implementation handles ICMP packets, specifically the generation of ICMP ID values.",
CVE-2017-1000397,CVE-2017-1000397,"Jenkins Maven Plugin 2.17 and earlier bundled a version of the commons-httpclient library with the vulnerability CVE-2012-6153 that incorrectly verified SSL certificates, making it susceptible to man-in-the-middle attacks. Maven Plugin 3.0 no longer has a dependency on commons-httpclient.",jenkins,maven,MEDIUM,CWE-20,None,Unrelated,Implementation,"The vulnerability is related to SSL/TLS  and HTTPS communication. The vulnerability involves improper verification of SSL certificates, it is a problem with how the library implements SSL certificate validation.",
CVE-2007-1008,CVE-2007-1008,"Apple iTunes 7.0.2 allows user-assisted remote attackers to cause a denial of service (application crash) via a crafted XML list of radio stations, which results in memory corruption.  NOTE: iTunes retrieves the XML document from a static URL, which requires an attacker to perform DNS spoofing or man-in-the-middle attacks for exploitation.",apple,itunes,LOW,NVD-CWE-Other,None,Unrelated,Implementation,"Implementation problem. The issue lies in how iTunes handles the XML list of radio stations, leading to memory corruption when processing a malformed document.",
CVE-2016-2842,CVE-2016-2842,"The doapr_outch function in crypto/bio/b_print.c in OpenSSL 1.0.1 before 1.0.1s and 1.0.2 before 1.0.2g does not verify that a certain memory allocation succeeds, which allows remote attackers to cause a denial of service (out-of-bounds write or memory consumption) or possibly have unspecified other impact via a long string, as demonstrated by a large amount of ASN.1 data, a different vulnerability than CVE-2016-0799.",openssl,openssl,CRITICAL,CWE-119,None,Unrelated,Implementation,The issue arises due to a specific error in the implementation of the doapr_outch function within OpenSSL. It involves a failure to adequately handle memory allocation failures. It is related to OpenSSL's cryptographic library.,
CVE-2016-10142,CVE-2016-10142,"An issue was discovered in the IPv6 protocol specification, related to ICMP Packet Too Big (PTB) messages. (The scope of this CVE is all affected IPv6 implementations from all vendors.) The security implications of IP fragmentation have been discussed at length in [RFC6274] and [RFC7739]. An attacker can leverage the generation of IPv6 atomic fragments to trigger the use of fragmentation in an arbitrary IPv6 flow (in scenarios in which actual fragmentation of packets is not needed) and can subsequently perform any type of fragmentation-based attack against legacy IPv6 nodes that do not implement [RFC6946]. That is, employing fragmentation where not actually needed allows for fragmentation-based attack vectors to be employed, unnecessarily. We note that, unfortunately, even nodes that already implement [RFC6946] can be subject to DoS attacks as a result of the generation of IPv6 atomic fragments. Let us assume that Host A is communicating with Host B and that, as a result of the widespread dropping of IPv6 packets that contain extension headers (including fragmentation) [RFC7872], some intermediate node filters fragments between Host B and Host A. If an attacker sends a forged ICMPv6 PTB error message to Host B, reporting an MTU smaller than 1280, this will trigger the generation of IPv6 atomic fragments from that moment on (as required by [RFC2460]). When Host B starts sending IPv6 atomic fragments (in response to the received ICMPv6 PTB error message), these packets will be dropped, since we previously noted that IPv6 packets with extension headers were being dropped between Host B and Host A. Thus, this situation will result in a DoS scenario. Another possible scenario is that in which two BGP peers are employing IPv6 transport and they implement Access Control Lists (ACLs) to drop IPv6 fragments (to avoid control-plane attacks). If the aforementioned BGP peers drop IPv6 fragments but still honor received ICMPv6 PTB error messages, an attacker could easily attack the corresponding peering session by simply sending an ICMPv6 PTB message with a reported MTU smaller than 1280 bytes. Once the attack packet has been sent, the aforementioned routers will themselves be the ones dropping their own traffic.",ietf,ipv6,HIGH,CWE-17,ICMP,Related,Implementation,"The vulnerability is related to how IPv6 implementations handle ICMPv6 Packet Too Big (PTB) messages, particularly in scenarios involving the generation of IPv6 atomic fragments. It results from errors in how IPv6 implementations handle specific network conditions and ICMPv6 messages",
CVE-2007-5355,CVE-2007-5355,"The Web Proxy Auto-Discovery (WPAD) feature in Microsoft Internet Explorer 6 and 7, when a primary DNS suffix with three or more components is configured, resolves an unqualified wpad hostname in a second-level domain outside this configured DNS domain, which allows remote WPAD servers to conduct man-in-the-middle (MITM) attacks.",microsoft,"windows_2000, windows_xp, windows_vista, windows_2003_server, internet_explorer",MEDIUM,NVD-CWE-Other,None,Unrelated,Logic,"The CVE does not invole POP3 or STMP, but a vulnerability in DNS configuration. The vulnerability is categorized as a logic flaw because it stems from the design and behavior of the WPAD feature in resolving unqualified hostnames.",
CVE-2011-3976,CVE-2011-3976,"Stack-based buffer overflow in AmmSoft ScriptFTP 3.3 allows remote FTP servers to execute arbitrary code via a long filename in a response to a LIST command, as demonstrated using (1) GETLIST or (2) GETFILE in a ScriptFTP script.",ammsoft,scriptftp,MEDIUM,CWE-119,None,Unrelated,Implementation,"The vulnerability is not directly related to SMTP or POP3 protocols, as it relates to how AmmSoft ScriptFTP handles FTP responses, due to implementation error.",
CVE-2021-21388,CVE-2021-21388,"systeminformation is an open source system and OS information library for node.js. A command injection vulnerability has been discovered in versions of systeminformation prior to 5.6.4. The issue has been fixed with a parameter check on user input. Please upgrade to version >= 5.6.4. If you cannot upgrade, be sure to check or sanitize service parameters that are passed to si.inetLatency(), si.inetChecksite(), si.services(), si.processLoad() and other commands. Only allow strings, reject any arrays. String sanitation works as expected.",,,CRITICAL,CWE-78,None,Unrelated,Implementation,Command injection does not envolve email prootcols. The vulnerability stems from an implementation flaw where FortiClient for Windows fails to properly validate and sanitize user inputs.,
CVE-2007-1644,CVE-2007-1644,"The dynamic DNS update mechanism in the DNS Server service on Microsoft Windows does not properly authenticate clients in certain deployments or configurations, which allows remote attackers to change DNS records for a web proxy server and conduct man-in-the-middle (MITM) attacks on web traffic, conduct pharming attacks by poisoning DNS records, and cause a denial of service (erroneous name resolution).",microsoft,all_windows,HIGH,NVD-CWE-Other,None,Unrelated,Implementation,"The vulnerability does not involve or depend on the POP3 protocol itself, but relatesto vulnerability in the DNS Server service on Microsoft Windows related to client authentication in dynamic DNS updates. authentication in dynamic DNS updates, due to implementation flaw.",
CVE-2008-6984,CVE-2008-6984,"Plesk 8.6.0, when short mail login names (SHORTNAMES) are enabled, allows remote attackers to bypass authentication and send spam e-mail via a message with (1) a base64-encoded username that begins with a valid shortname, or (2) a username that matches a valid password, as demonstrated using (a) SMTP and qmail, and (b) Courier IMAP and POP3.",parallels,plesk,MEDIUM,CWE-287,Both,Related,Implementation,The vulnerability is related to the authentication mechanisms in both SMTP and POP3 protocols. The vulnerability stems from improper handeling of the authentication credentials -  hence its origin is implementation.,
CVE-2006-0447,CVE-2006-0447,"Multiple buffer overflows in E-Post Mail Server 4.10 and SPA-PRO Mail @Solomon 4.00 allow remote attackers to execute arbitrary code via a long username to the (1) AUTH PLAIN or (2) AUTH LOGIN SMTP commands, which is not properly handled by (a) EPSTRS.EXE or (b) SPA-RS.EXE; (3) a long username in the APOP POP3 command, which is not properly handled by (c) EPSTPOP4S.EXE or (d) SPA-POP3S.EXE; (4) a long IMAP DELETE command, which is not properly handled by (e) EPSTIMAP4S.EXE or (f) SPA-IMAP4S.EXE.",e-post_corporation,"smtp_server, mail_server, spa-pro_mail_atsolomon",HIGH,NVD-CWE-Other,Both,Related,Implementation,The vulnerability directly relates to the SMTP and POP3 protocols as it exploits use some of its commands to create a memory leak. The vulnerability stems from improper  memory management while handeling the SMTP and POP3 commands  - hence its origin is implementation,
CVE-2002-2245,CVE-2002-2245,"ftpd in NetBSD 1.5 through 1.5.3 and 1.6 does not properly quote a digit in response to a STAT command for a filename that contains a carriage return followed by a digit, which can cause firewalls and other intermediary devices to lose proper track of the FTP session.",netbsd+J48,ftpd,MEDIUM,CWE-189,None,Unrelated,Implementation,"The vulnerability is not directly related to SMTP or POP3 protocols, as it relates to FTP protocol and its implementation in ftpd on NetBSD.",
CVE-2007-1644,CVE-2007-1644,"The dynamic DNS update mechanism in the DNS Server service on Microsoft Windows does not properly authenticate clients in certain deployments or configurations, which allows remote attackers to change DNS records for a web proxy server and conduct man-in-the-middle (MITM) attacks on web traffic, conduct pharming attacks by poisoning DNS records, and cause a denial of service (erroneous name resolution).",microsoft,all_windows,HIGH,NVD-CWE-Other,None,Unrelated,Implementation,"The vulnerability does not involve or depend on the POP3 protocol itself, but relatesto vulnerability in the DNS Server service on Microsoft Windows related to client authentication in dynamic DNS updates. authentication in dynamic DNS updates, due to implementation flaw.",
CVE-2013-4651,CVE-2013-4651,"Siemens Scalance W7xx devices with firmware before 4.5.4 use the same hardcoded X.509 certificate across different customers' installations, which makes it easier for remote attackers to conduct man-in-the-middle attacks against SSL sessions by leveraging the certificate's trust relationship.",siemens,"scalance_w786-2pro, scalance_w700_series_firmware, scalance_w746-1pro, scalance_w747-1, scalance_w784-1, scalance_w786-1pro, scalance_w788-2pro, scalance_w786-2rr, scalance_w786-3pro, scalance_w744-1pro, scalance_w747-1rr, scalance_w788-1pro, scalance_w788-2rr, scalance_w746-1, scalance_w744-1, scalance_w788-1rr, scalance_w784-1rr",MEDIUM,CWE-255,None,Unrelated,Implementation,"The vulnerability involves the use of hardcoded certificates, leading to man-in-the-middle attacks on SSL sessions. This is an implementation flaw and unrelated to ARP or SSH protocols.",
CVE-2019-0069,CVE-2019-0069,"On EX4600, QFX5100 Series, NFX Series, QFX10K Series, QFX5110, QFX5200 Series, QFX5110, QFX5200, QFX10K Series, vSRX, SRX1500, SRX4000 Series, vSRX, SRX1500, SRX4000, QFX5110, QFX5200, QFX10K Series, when the user uses console management port to authenticate, the credentials used during device authentication are written to a log file in clear text. This issue does not affect users that are logging-in using telnet, SSH or J-web to the management IP. This issue affects ACX, NFX, SRX, EX and QFX platforms with the Linux Host OS architecture, it does not affect other SRX and EX platforms that do not use the Linux Host OS architecture. This issue affects Juniper Networks Junos OS: 15.1X49 versions prior to 15.1X49-D110 on vSRX, SRX1500, SRX4000 Series; 15.1X53 versions prior to 15.1X53-D234 on QFX5110, QFX5200 Series; 15.1X53 versions prior to 15.1X53-D68 on QFX10K Series; 17.1 versions prior to 17.1R2-S8, 17.1R3, on QFX5110, QFX5200, QFX10K Series; 17.2 versions prior to 17.2R1-S7, 17.2R2-S6, 17.2R3 on QFX5110, QFX5200, QFX10K Series; 17.3 versions prior to 17.3R2 on vSRX, SRX1500, SRX4000, QFX5110, QFX5200, QFX10K Series; 14.1X53 versions prior to 14.1X53-D47 on ACX5000, EX4600, QFX5100 Series; 15.1 versions prior to 15.1R7 on ACX5000, EX4600, QFX5100 Series; 16.1R7 versions prior to 16.1R7 on ACX5000, EX4600, QFX5100 Series; 17.1 versions prior to 17.1R2-S10, 17.1R3 on ACX5000, EX4600, QFX5100 Series; 17.2 versions prior to 17.2R3 on ACX5000, EX4600, QFX5100 Series; 17.3 versions prior to 17.3R3 on ACX5000, EX4600, QFX5100 Series; 17.4 versions prior to 17.4R2 on ACX5000, EX4600, QFX5100 Series; 18.1 versions prior to 18.1R2 on ACX5000, EX4600, QFX5100 Series; 15.1X53 versions prior to 15.1X53-D496 on NFX Series, 17.2 versions prior to 17.2R3-S1 on NFX Series; 17.3 versions prior to 17.3R3-S4 on NFX Series; 17.4 versions prior to 17.4R2-S4, 17.4R3 on NFX Series, 18.1 versions prior to 18.1R3-S4 on NFX Series; 18.2 versions prior to 18.2R2-S3, 18.2R3 on NFX Series; 18.3 versions prior to 18.3R1-S3, 18.3R2 on NFX Series; 18.4 versions prior to 18.4R1-S1, 18.4R2 on NFX Series.",juniper,"qfx10008, junos, qfx5110, srx1500, vsrx, nfx250, qfx5200, acx5000, ex4600, nfx150, qfx10016, srx4000",MEDIUM,CWE-319,None,Unrelated,Implementation,"The vulnerability involves the clear text logging of credentials when using the console management port for authentication, which is an implementation issue. This does not affect SSH, telnet, or J-web logins.",
CVE-2012-4985,CVE-2012-4985,"The Forescout CounterACT NAC device 6.3.4.1 does not block ARP and ICMP traffic from unrecognized clients, which allows remote attackers to conduct ARP poisoning attacks via crafted packets.",forescout,counteract,MEDIUM,CWE-264,ARP,Dependent,Implementation,"The vulnerability involves the failure to block ARP traffic from unrecognized clients, leading to ARP poisoning attacks. This is an implementation issue specific to ARP handling.",
CVE-2019-1948,CVE-2019-1948,"A vulnerability in Cisco Webex Meetings Mobile (iOS) could allow an unauthenticated, remote attacker to gain unauthorized read access to sensitive data by using an invalid Secure Sockets Layer (SSL) certificate. The vulnerability is due to insufficient SSL certificate validation by the affected software. An attacker could exploit this vulnerability by supplying a crafted SSL certificate to an affected device. A successful exploit could allow the attacker to conduct man-in-the-middle attacks to decrypt confidential information on user connections to the affected software.",cisco,webex_meetings,MEDIUM,CWE-295,None,Unrelated,Implementation,"The vulnerability involves improper validation of SSL certificates, allowing for man-in-the-middle attacks and decryption of confidential information. This is an implementation issue unrelated to ARP or SSH protocols.",
CVE-2011-1652,CVE-2011-1652,"** DISPUTED ** The default configuration of Microsoft Windows 7 immediately prefers a new IPv6 and DHCPv6 service over a currently used IPv4 and DHCPv4 service upon receipt of an IPv6 Router Advertisement (RA), and does not provide an option to ignore an unexpected RA, which allows remote attackers to conduct man-in-the-middle attacks on communication with external IPv4 servers via vectors involving RAs, a DHCPv6 server, and NAT-PT on the local network, aka a ""SLAAC Attack."" NOTE: it can be argued that preferring IPv6 complies with RFC 3484, and that attempting to determine the legitimacy of an RA is currently outside the scope of recommended behavior of host operating systems.",microsoft,windows_7,MEDIUM,CWE-16,None,Unrelated,Logic,The issue arises from the default network configuration logic in Windows 7 that prioritizes IPv6 over IPv4 upon receipt of an RA.,
CVE-2012-4985,CVE-2012-4985,"The Forescout CounterACT NAC device 6.3.4.1 does not block ARP and ICMP traffic from unrecognized clients, which allows remote attackers to conduct ARP poisoning attacks via crafted packets.",forescout,counteract,MEDIUM,CWE-264,ARP,Dependent,Implementation,"The issue is an implementation flaw in how the NAC device handles ARP and ICMP traffic from unrecognized clients, allowing ARP poisoning attacks.",
CVE-2009-2426,CVE-2009-2426,The connection_edge_process_relay_cell_not_open function in src/or/relay.c in Tor 0.2.x before 0.2.0.35 and 0.1.x before 0.1.2.8-beta allows exit relays to have an unspecified impact by causing controllers to accept DNS responses that redirect to an internal IP address via unknown vectors.  NOTE: some of these details are obtained from third party information.,tor,tor,MEDIUM,NVD-CWE-noinfo,None,Unrelated,Implementation,"The issue is an implementation flaw in the Tor network's handling of DNS responses, allowing redirection to internal IP addresses.",
CVE-2008-0590,CVE-2008-0590,Buffer overflow in Ipswitch WS_FTP Server with SSH 6.1.0.0 allows remote authenticated users to cause a denial of service (crash) and possibly execute arbitrary code via a long opendir command.,progress,ws_ftp_server,HIGH,CWE-119,SSH,Dependent,Implementation,"The vulnerability involves a buffer overflow due to improper handling of the opendir command in Ipswitch WS_FTP Server with SSH, allowing authenticated users to cause a denial of service and possibly execute arbitrary code.",
CVE-2017-10607,CVE-2017-10607,"Juniper Networks Junos OS 16.1R1, and services releases based off of 16.1R1, are vulnerable to the receipt of a crafted BGP Protocol Data Unit (PDU) sent directly to the router, which can cause the RPD routing process to crash and restart. Unlike BGP UPDATEs, which are transitive in nature, this issue can only be triggered by a packet sent directly to the IP address of the router. Repeated crashes of the rpd daemon can result in an extended denial of service condition. This issue only affects devices running Junos OS 16.1R1 and services releases based off of 16.1R1 (e.g. 16.1R1-S1, 16.1R1-S2, 16.1R1-S3). No prior versions of Junos OS are affected by this vulnerability, and this issue was resolved in Junos OS 16.2 prior to 16.2R1. No other Juniper Networks products or platforms are affected by this issue. This issue was found during internal product security testing.",juniper,junos,HIGH,NVD-CWE-noinfo,None,Unrelated,Implementation,The vulnerability involves a crafted BGP PDU causing the RPD routing process to crash and restart in Junos OS 16.1R1.,
CVE-2017-10607,CVE-2017-10607,"Juniper Networks Junos OS 16.1R1, and services releases based off of 16.1R1, are vulnerable to the receipt of a crafted BGP Protocol Data Unit (PDU) sent directly to the router, which can cause the RPD routing process to crash and restart. Unlike BGP UPDATEs, which are transitive in nature, this issue can only be triggered by a packet sent directly to the IP address of the router. Repeated crashes of the rpd daemon can result in an extended denial of service condition. This issue only affects devices running Junos OS 16.1R1 and services releases based off of 16.1R1 (e.g. 16.1R1-S1, 16.1R1-S2, 16.1R1-S3). No prior versions of Junos OS are affected by this vulnerability, and this issue was resolved in Junos OS 16.2 prior to 16.2R1. No other Juniper Networks products or platforms are affected by this issue. This issue was found during internal product security testing.",juniper,junos,HIGH,NVD-CWE-noinfo,None,Unrelated,Logic,"The vulnerability is caused by a logical flaw in the handling of crafted BGP PDUs, leading to a denial of service condition.",
CVE-2019-14834,CVE-2019-14834,"A vulnerability was found in dnsmasq before version 2.81, where the memory leak allows remote attackers to cause a denial of service (memory consumption) via vectors involving DHCP response creation.","thekelleys, fedoraproject","fedora, dnsmasq",LOW,CWE-770,DHCP,Dependent,Implementation,vuln in DHCP response creation,
CVE-2017-2348,CVE-2017-2348,"The Juniper Enhanced jdhcpd daemon may experience high CPU utilization, or crash and restart upon receipt of an invalid IPv6 UDP packet. Both high CPU utilization and repeated crashes of the jdhcpd daemon can result in a denial of service as DHCP service is interrupted. No other Juniper Networks products or platforms are affected by this issue. Affected releases are Juniper Networks Junos OS 14.1X53 prior to 14.1X53-D12, 14.1X53-D38, 14.1X53-D40 on QFX, EX, QFabric System; 15.1 prior to 15.1F2-S18, 15.1R4 on all products and platforms; 15.1X49 prior to 15.1X49-D80 on SRX; 15.1X53 prior to 15.1X53-D51, 15.1X53-D60 on NFX, QFX, EX.",juniper,junos,HIGH,CWE-400,DHCP,Dependent,Implementation,a product specific vuln is an impl vuln,
CVE-2019-19942,CVE-2019-19942,"Missing output sanitation in Swisscom Centro Grande Centro Grande before 6.16.12, Centro Business 1.0 (ADB) before 7.10.18, and Centro Business 2.0 before 8.02.04 allows a remote attacker to perform DNS spoofing against the web interface via crafted hostnames in DHCP requests.",swisscom,"centro_business, centro_grande, centro_grande_firmware",HIGH,CWE-20,Both,Related,Implementation,a product specific vuln is an impl vuln,
CVE-2015-3626,CVE-2015-3626,Cross-site scripting (XSS) vulnerability in the DHCP Monitor page in the Web User Interface (WebUI) in Fortinet FortiOS before 5.2.4 on FortiGate devices allows remote attackers to inject arbitrary web script or HTML via a crafted hostname.,fortinet,fortios,MEDIUM,CWE-79,None,Unrelated,Implementation,a product specific vuln is an impl vuln,
