CVE-ID,NVD-Link,Description,Vendor,Software,Severity,CWE-ID,Protocol,Relation,Origin,Reasoning,Unnamed: 2
CVE-2018-16782,CVE-2018-16782,libimageworsener.a in ImageWorsener 1.3.2 has a buffer overflow in the bmpr_read_rle_internal function in imagew-bmp.c.,entropymine,imageworsener,HIGH,CWE-119,None,Unrelated,Implementation,A software specific issue within the library that handles BMP image processing. Implementation problem - buffer overflow occurs due to improper bounds checking or handling of input data within the bmpr_read_rle_internal function in imagew-bmp.c.,
CVE-2016-2842,CVE-2016-2842,"The doapr_outch function in crypto/bio/b_print.c in OpenSSL 1.0.1 before 1.0.1s and 1.0.2 before 1.0.2g does not verify that a certain memory allocation succeeds, which allows remote attackers to cause a denial of service (out-of-bounds write or memory consumption) or possibly have unspecified other impact via a long string, as demonstrated by a large amount of ASN.1 data, a different vulnerability than CVE-2016-0799.",openssl,openssl,CRITICAL,CWE-119,None,Unrelated,Implementation,The issue arises due to a specific error in the implementation of the doapr_outch function within OpenSSL. It involves a failure to adequately handle memory allocation failures. It is related to OpenSSL's cryptographic library.,
CVE-2014-0993,CVE-2014-0993,Buffer overflow in the Vcl.Graphics.TPicture.Bitmap implementation in the Visual Component Library (VCL) in Embarcadero Delphi XE6 20.0.15596.9843 and C++ Builder XE6 20.0.15596.9843 allows remote attackers to execute arbitrary code via a crafted BMP file.,embarcadero,"embarcadero_c\+\+builder_xe6, embarcadero_delphi_xe6",MEDIUM,CWE-119,None,Unrelated,Implementation,"The problem specifically involves a buffer overflow in the VCL.Graphics.TPicture.Bitmap implementation within Embarcadero Delphi XE6 and C++ Builder XE6 when processing BMP files, not related to ICMP or BGP.",
CVE-2019-9162,CVE-2019-9162,"In the Linux kernel before 4.20.12, net/ipv4/netfilter/nf_nat_snmp_basic_main.c in the SNMP NAT module has insufficient ASN.1 length checks (aka an array index error), making out-of-bounds read and write operations possible, leading to an OOPS or local privilege escalation. This affects snmp_version and snmp_helper.","netapp, canonical, linux","cn1610, linux_kernel, cn1610_firmware, hci_management_node, ubuntu_linux, solidfire, snapprotect",HIGH,"CWE-125, CWE-787, CWE-129",None,Unrelated,Implementation,The problem relates specifically to a flaw in the SNMP NAT module within the Linux kernel. Insufficient ASN.1 length checks - implementation problem.,
CVE-2019-14906,CVE-2019-14906,"A flaw was found with the RHSA-2019:3950 erratum, where it did not fix the CVE-2019-13616 SDL vulnerability. This issue only affects Red Hat SDL packages, SDL versions through 1.2.15 and 2.x through 2.0.9 has a heap-based buffer overflow flaw while copying an existing surface into a new optimized one, due to a lack of validation while loading a BMP image, is possible. An application that uses SDL to parse untrusted input files may be vulnerable to this flaw, which could allow an attacker to make the application crash or execute code.","libsdl, redhat","enterprise_linux, simple_directmedia_layer",CRITICAL,CWE-787,None,Unrelated,Implementation,"The problem originates from errors or oversights in how the SDL library code is implemented. Specifically, the lack of proper validation while processing BMP images leads to a heap-based buffer overflow. Not related to BGP or ICMP.",
CVE-2016-1920,CVE-2016-1920,"Samsung KNOX 1.0.0 uses the shared certificate on Android, which allows local users to conduct man-in-the-middle attacks as demonstrated by installing a certificate and running a VPN service.",samsung,knox,MEDIUM,CWE-284,None,Unrelated,Implementation,The problem results from deficiencies in how Samsung implemented certificate management and security controls within their security platform,
CVE-2017-16663,CVE-2017-16663,"In sam2p 0.49.4, there are integer overflows (with resultant heap-based buffer overflows) in input-bmp.ci in the function ReadImage, because ""width * height"" multiplications occur unsafely.",sam2p_project,sam2p,MEDIUM,CWE-190,None,Unrelated,Implementation,"""width * height"" multiplications was implemented unsafely.",
CVE-2017-9203,CVE-2017-9203,"imagew-main.c:960:12 in libimageworsener.a in ImageWorsener 1.3.1 allows remote attackers to cause a denial of service (buffer underflow) via a crafted image, related to imagew-bmp.c.",entropymine,imageworsener,MEDIUM,CWE-787,None,Unrelated,Implementation,Buffer underflow vulnerability in ImageWorsener 1.3.1 - implementation problem. It results from errors in how the software handles and processes BMP image data,
CVE-2020-7839,CVE-2020-7839,"In MaEPSBroker 2.5.0.31 and prior, a command injection vulnerability caused by improper input validation checks when parsing brokerCommand parameter.",markany,maepsbroker,CRITICAL,CWE-20,None,Unrelated,Implementation,Command injection does not envolve email prootcols. The vulnerability stems from improper input validation checks - hence its origin is implementation,
CVE-2010-2024,CVE-2010-2024,"transports/appendfile.c in Exim before 4.72, when MBX locking is enabled, allows local users to change permissions of arbitrary files or create arbitrary files, and cause a denial of service or possibly gain privileges, via a symlink attack on a lockfile in /tmp/.",exim,exim,MEDIUM,CWE-362,None,Unrelated,Implementation,mbx,
CVE-2018-18600,CVE-2018-18600,The remote upgrade feature in Guardzilla GZ180 devices allow command injection via a crafted new firmware version parameter.,guardzilla,"180_indoor_firmware, 180_outdoor, 180_outdoor_firmware, 180_indoor",HIGH,CWE-78,None,Unrelated,Implementation,Command injection does not envolve email prootcols. The vulnerability stems from improper  validation checks - hence its origin is implementation.,
CVE-2021-27561,CVE-2021-27561,"Yealink Device Management (DM) 3.6.0.20 allows command injection as root via the /sm/api/v1/firewall/zone/services URI, without authentication.",yealink,device_management,CRITICAL,CWE-77,None,Unrelated,Implementation,Command injection does not envolve email prootcols. The vulnerability stems from improper  validation checks - hence its origin is implementation,
CVE-2015-7705,CVE-2015-7705,The rate limiting feature in NTP 4.x before 4.2.8p4 and 4.3.x before 4.3.77 allows remote attackers to have unspecified impact via a large number of crafted requests.,"netapp, siemens, citrix, ntp","oncommand_performance_manager, tim_4r-ie, clustered_data_ontap, oncommand_unified_manager, xenserver, ntp, tim_4r-ie_dnp3, tim_4r-ie_firmware, data_ontap, tim_4r-ie_dnp3_firmware",CRITICAL,CWE-20,None,Unrelated,Logic,"The vulnerability does not exploit the mail protocols, but ntp itself. It involves the rate limiting feature, which is a logic feature",
CVE-2021-31356,CVE-2021-31356,"A command injection vulnerability in command processing on Juniper Networks Junos OS Evolved allows an attacker with authenticated CLI access to be able to bypass configured access protections to execute arbitrary shell commands within the context of the current user. The vulnerability allows an attacker to bypass command authorization restrictions assigned to their specific user account and execute commands that are available to the privilege level for which the user is assigned. For example, a user that is in the super-user login class, but restricted to executing specific CLI commands could exploit the vulnerability to execute any other command available to an unrestricted admin user. This vulnerability does not increase the privilege level of the user, but rather bypasses any CLI command restrictions by allowing full access to the shell. This issue affects Juniper Networks Junos OS Evolved: All versions prior to 20.4R3-S1-EVO; All versions of 21.1-EVO and 21.2-EVO.",juniper,junos_os_evolved,HIGH,CWE-77,None,Unrelated,Implementation,Command injection does not envolve email prootcols. The vulnerability stems from an implementation flaw where Junos OS Evolved does not properly enforce command authorization restrictions.,
CVE-2018-13368,CVE-2018-13368,A local privilege escalation in Fortinet FortiClient for Windows 6.0.4 and earlier allows attacker to execute unauthorized code or commands via the command injection.,fortinet,forticlient,HIGH,NVD-CWE-noinfo,None,Unrelated,Implementation,Command injection does not envolve email prootcols. The vulnerability stems from an implementation flaw where FortiClient for Windows fails to properly validate and sanitize user inputs.,
CVE-2020-13342,CVE-2020-13342,"An issue has been discovered in GitLab affecting versions prior to 13.2.10, 13.3.7 and 13.4.2: Lack of Rate Limiting at Re-Sending Confirmation Email",gitlab,gitlab,LOW,CWE-770,None,Unrelated,Logic,Rate limiting does not affect STMP and pop3. There is a logic error in not using rate imit.,
CVE-2012-0175,CVE-2012-0175,"The Shell in Microsoft Windows XP SP2 and SP3, Windows Server 2003 SP2, Windows Vista SP2, Windows Server 2008 SP2, R2, and R2 SP1, and Windows 7 Gold and SP1 allows remote attackers to execute arbitrary code via a crafted name for a (1) file or (2) directory, aka ""Command Injection Vulnerability.""",microsoft,"windows_server_2003, windows_server_2008, windows_7, windows_xp, windows_vista, windows_2003_server",HIGH,CWE-94,None,Unrelated,Implementation,"It focuses on a flaw within the Shell component of various Microsoft Windows operating system versions, and not related to SMTP and pop3. The vulnerability stems from an implementation flaw where the Shell in affected Windows versions fails to adequately validate or sanitize input when processing file or directory names.",
CVE-2020-25849,CVE-2020-25849,"MailGates and MailAudit products contain Command Injection flaw, which can be used to inject and execute system commands from the cgi parameter after attackers obtain the user’s access token.",openfind,"mailgates, mailaudit",HIGH,CWE-78,None,Unrelated,Implementation,Command injection does not envolve email prootcols. The vulnerability stems from an implementation flaw where MailGates and MailAudit products do not adequately sanitize input in the cgi parameter.,
CVE-2010-2023,CVE-2010-2023,"transports/appendfile.c in Exim before 4.72, when a world-writable sticky-bit mail directory is used, does not verify the st_nlink field of mailbox files, which allows local users to cause a denial of service or possibly gain privileges by creating a hard link to another user's file.",exim,exim,MEDIUM,CWE-362,None,Unrelated,Implementation,The cve focuses on a vulnerability in the implementation of Exim's handling of lockfiles and permissions.,
CVE-2017-11506,CVE-2017-11506,"When linking a Nessus scanner or agent to Tenable.io or other manager, Nessus 6.x before 6.11 does not verify the manager's TLS certificate when making the initial outgoing connection. This could allow man-in-the-middle attacks.",tenable,nessus,HIGH,CWE-295,None,Unrelated,Implementation,"This vulnerability does not directly relate to SMTP or POP3 protocols, as it concerns how Nessus verifies TLS certificates during the connection to a manager, not the protocols themselves. It results from a lack of proper TLS certificate validation implementation within Nessus 6.x versions prior to 6.11",
CVE-2021-3583,CVE-2021-3583,"A flaw was found in Ansible, where a user's controller is vulnerable to template injection. This issue can occur through facts used in the template if the user is trying to put templates in multi-line YAML strings and the facts being handled do not routinely include special template characters. This flaw allows attackers to perform command injection, which discloses sensitive information. The highest threat from this vulnerability is to confidentiality and integrity.",redhat,"ansible_tower, ansible_automation_platform, ansible_engine",HIGH,CWE-77,None,Unrelated,Logic,"The vulnerability is not directly related to SMTP or POP3 protocols, as it relatesto how Ansible processes and renders templates within its infrastructure automation framework. The vulnerability in Ansible allows for template injection due to inadequate handling of special template characters in multi-line YAML strings.",
CVE-2018-0718,CVE-2018-0718,Command injection vulnerability in Music Station 5.1.2 and earlier versions in QNAP QTS 4.3.3 and 4.3.4 could allow remote attackers to run arbitrary commands in the compromised application.,qnap,"music_station, qts",CRITICAL,CWE-77,None,Unrelated,Implementation,Command injection does not envolve email prootcols. The vulnerability stems from improper input validation checks - hence its origin is implementation,
CVE-2021-22774,CVE-2021-22774,"A CWE-759: Use of a One-Way Hash without a Salt vulnerability exists in EVlink City (EVC1S22P4 / EVC1S7P4 all versions prior to R8 V3.4.0.1), EVlink Parking (EVW2 / EVF2 / EV.2 all versions prior to R8 V3.4.0.1), and EVlink Smart Wallbox (EVB1A all versions prior to R8 V3.4.0.1 ) that could lead an attacker to get knowledge of charging station user account credentials using dictionary attacks techniques.",schneider-electric,"evlink_parking_ev.2, evlink_city_evc1s7p4, evlink_parking_evf2_firmware, evlink_parking_evf2, evlink_smart_wallbox_evb1a, evlink_parking_evw2_firmware, evlink_city_evc1s7p4_firmware, evlink_parking_ev.2_firmware, evlink_city_evc1s22p4, evlink_smart_wallbox_evb1a_firmware, evlink_parking_evw2, evlink_city_evc1s22p4_firmware",HIGH,CWE-916,None,Unrelated,Logic,"The CVE does not invole POP3 or STMP, but a vulnerability in the design of EVlink charging station systems related to password hashing and storage, which is logic.",
CVE-2021-39509,CVE-2021-39509,"An issue was discovered in D-Link DIR-816 DIR-816A2_FWv1.10CNB05_R1B011D88210 The HTTP request parameter is used in the handler function of /goform/form2userconfig.cgi route, which can construct the user name string to delete the user function. This can lead to command injection through shell metacharacters.",dlink,"dir-816, dir-816_firmware",CRITICAL,CWE-77,None,Unrelated,Implementation,Command injection does not envolve email prootcols. The vulnerability stems from improper input validation checks - hence its origin is implementation,
CVE-2007-5355,CVE-2007-5355,"The Web Proxy Auto-Discovery (WPAD) feature in Microsoft Internet Explorer 6 and 7, when a primary DNS suffix with three or more components is configured, resolves an unqualified wpad hostname in a second-level domain outside this configured DNS domain, which allows remote WPAD servers to conduct man-in-the-middle (MITM) attacks.",microsoft,"windows_2000, windows_xp, windows_vista, windows_2003_server, internet_explorer",MEDIUM,NVD-CWE-Other,None,Unrelated,Logic,"The CVE does not invole POP3 or STMP, but a vulnerability in DNS configuration. The vulnerability is categorized as a logic flaw because it stems from the design and behavior of the WPAD feature in resolving unqualified hostnames.",
CVE-2011-3976,CVE-2011-3976,"Stack-based buffer overflow in AmmSoft ScriptFTP 3.3 allows remote FTP servers to execute arbitrary code via a long filename in a response to a LIST command, as demonstrated using (1) GETLIST or (2) GETFILE in a ScriptFTP script.",ammsoft,scriptftp,MEDIUM,CWE-119,None,Unrelated,Implementation,"The vulnerability is not directly related to SMTP or POP3 protocols, as it relates to how AmmSoft ScriptFTP handles FTP responses, due to implementation error.",
CVE-2017-3761,CVE-2017-3761,"The Lenovo Service Framework Android application executes some system commands without proper sanitization of external input. In certain cases, this could lead to command injection which, in turn, could lead to remote code execution.",lenovo,service_framework,CRITICAL,CWE-78,None,Unrelated,Implementation,"The vulnerability is not  related to SMTP or POP3 protocols, as it relatesto how the Lenovo Service Framework Android application executes system commands. Due to implementation error, the application fails to properly sanitize external input before executing system commands",
CVE-2018-20334,CVE-2018-20334,"An issue was discovered in ASUSWRT 3.0.0.4.384.20308. When processing the /start_apply.htm POST data, there is a command injection issue via shell metacharacters in the fb_email parameter. By using this issue, an attacker can control the router and get shell.",asus,"rt-ac56u, rt-g32, rt-ac1750, rt-n600, rt-n65u, rt-n66u, rt-ax3000, rt-ac5300, rt-ax92u, gt-ac2900, rt-n10\+d1, rt-n19, rt-n56r, rt-ac1200g, rt-ac66r, rt-ac68u, rt-ax88u, rt-n56u, rt-ac88u, rt-ac1900p, rt-ax56u, gt-ax11000, rt-ac66u-b1, rt-acrh12, rt-n14u, rt-acrh13, rt-ac3100, rt-ac56s, rt-ac1200, rt-ac86u, rt-ac1200ge, rt-ac51u, rt-ac87u, rt-ac56r, rt-ac1200_v2, asuswrt, rt-n16, rt-ac55u, rt-ac66u_b1, rt-n10e, rt-ax58u, rt-ac66u, rt-ac68p, gt-ac5300, rt-ac3200, rt-n66r, rt-ac1750_b1",CRITICAL,CWE-78,None,Unrelated,Implementation,Command injection does not envolve email prootcols. The vulnerability stems from improper input procces of the /start_apply.htm POST data - hence its origin is implementation,
CVE-2021-21388,CVE-2021-21388,"systeminformation is an open source system and OS information library for node.js. A command injection vulnerability has been discovered in versions of systeminformation prior to 5.6.4. The issue has been fixed with a parameter check on user input. Please upgrade to version >= 5.6.4. If you cannot upgrade, be sure to check or sanitize service parameters that are passed to si.inetLatency(), si.inetChecksite(), si.services(), si.processLoad() and other commands. Only allow strings, reject any arrays. String sanitation works as expected.",,,CRITICAL,CWE-78,None,Unrelated,Implementation,Command injection does not envolve email prootcols. The vulnerability stems from an implementation flaw where FortiClient for Windows fails to properly validate and sanitize user inputs.,
CVE-2018-5439,CVE-2018-5439,A Command Injection issue was discovered in Nortek Linear eMerge E3 series Versions V0.32-07e and prior. A remote attacker may be able to execute arbitrary code on a target machine with elevated privileges.,nortekcontrol,"emerge_e3, emerge_e3_firmware",CRITICAL,CWE-77,None,Unrelated,Implementation,Command injection does not envolve email prootcols. The vulnerability stems from an implementation flaw where FortiClient for Windows fails to properly validate and sanitize user inputs.,
CVE-2007-1644,CVE-2007-1644,"The dynamic DNS update mechanism in the DNS Server service on Microsoft Windows does not properly authenticate clients in certain deployments or configurations, which allows remote attackers to change DNS records for a web proxy server and conduct man-in-the-middle (MITM) attacks on web traffic, conduct pharming attacks by poisoning DNS records, and cause a denial of service (erroneous name resolution).",microsoft,all_windows,HIGH,NVD-CWE-Other,None,Unrelated,Implementation,"The vulnerability does not involve or depend on the POP3 protocol itself, but relatesto vulnerability in the DNS Server service on Microsoft Windows related to client authentication in dynamic DNS updates. authentication in dynamic DNS updates, due to implementation flaw.",
